,Sentiment,Tweets,id,len,date,source,likes,retweets
64,1,something that is so obviously the future I want the United States to win through competition not by blocking,1098583029713420288,140,2019-02-21 13:59:39,Twitter for iPhone,125121,23347
65,1,I want 5G and even 6G technology in the United States as soon as possible It is far more powerful faster and s,1098581869233344512,140,2019-02-21 13:55:02,Twitter for iPhone,142746,28454
66,-1,I have instructed Secretary of State Mike Pompeo and he fully agrees not to allow Hoda Muthana back into the Country,1098327855145062411,119,2019-02-20 21:05:41,Twitter for iPhone,203156,40951
67,1,We have just built this powerful Wall in New Mexico Completed on January 30 2019 47 days ahead of schedule Man,1098295228837048325,140,2019-02-20 18:56:02,Twitter for iPhone,196293,51251
68,-1,California now wants to scale back their already failed fast train project by substantially shortening the distan,1098224105931853827,140,2019-02-20 14:13:25,Twitter for iPhone,131332,28535
69,1,The New York Times reporting is false They are a true ENEMY OF THE PEOPLE,1098218016255414272,75,2019-02-20 13:49:13,Twitter for iPhone,115236,27434
70,-1,If thinking that James Comey is not a good FBI Director is tantamount to being an agent of Russia than just list,1098204256602066945,139,2019-02-20 12:54:33,Twitter for iPhone,96283,25401
71,1,The Washington Post ignored basic journalistic standards because it wanted to advance its well known and easily do,1098201685518893056,140,2019-02-20 12:44:20,Twitter for iPhone,124577,30227
72,1,The Press has never been more dishonest than it is today Stories are written that have absolutely no basis in fact,1098195686540169223,140,2019-02-20 12:20:29,Twitter for iPhone,144302,32399
73,-1,Crazy Bernie has just entered the race I wish him well,1098192352072646656,56,2019-02-20 12:07:14,Twitter for iPhone,166846,27674
74,-1,Andrew McCabe gave absolutely no evidence of any threat to substantiate his ABSURD claim,1098191360987930624,101,2019-02-20 12:03:18,Twitter for iPhone,73125,16017
75,-1,This is crazy scary A cabal of unelected bureaucrats angered amp upset that fired their boss whispered a,1098083558093135873,144,2019-02-20 04:54:56,Twitter for iPhone,0,19901
76,-1,,1097901336308400128,23,2019-02-19 16:50:51,Twitter for iPhone,89732,27064
77,-1,I never said anything bad about Andrew McCabe s wife other than she they should not have taken large amounts of c,1097889803864064001,140,2019-02-19 16:05:01,Twitter for iPhone,116415,25994
78,1,The Washington Post is a Fact Checker only for the Democrats For the Republicans and for your all time favorite P,1097879075979436033,140,2019-02-19 15:22:23,Twitter for iPhone,122100,26031
79,1,The failed Fast Train project in California where the cost overruns are becoming world record setting is hundreds,1097856727020720128,140,2019-02-19 13:53:35,Twitter for iPhone,112916,25087
80,-1,As I predicted 16 states led mostly by Open Border Democrats and the Radical Left have filed a lawsuit in of co,1097856404629700609,140,2019-02-19 13:52:18,Twitter for iPhone,92663,22338
81,-1,Had the opposition party no not the Media won the election the Stock Market would be down at least 10 000 point,1097835706024644608,140,2019-02-19 12:30:03,Twitter for iPhone,103799,20312
82,1,The Witch Hunt in time likely will become recognized as the greatest scandal in American political history,1097833456254492672,139,2019-02-19 12:21:07,Twitter for iPhone,86498,22131
83,-1,Remember this Andrew McCabe didn t go to the bathroom without the approval of Leakin James Comey,1097698985953898497,99,2019-02-19 03:26:47,Twitter for iPhone,103627,24522
84,1,defender Our country is making unprecedented progress thanks to the fact that we finally have a president who is,1097698232510136321,140,2019-02-19 03:23:47,Twitter for iPhone,0,10374
85,1,Thank you Andrew We all miss beautiful Meadow,1097697667684155392,72,2019-02-19 03:21:32,Twitter for iPhone,86279,19154
86,-1,Thank you JT,1097695719706845184,37,2019-02-19 03:13:48,Twitter for iPhone,60544,13431
87,1,Amazing,1097692456911626243,32,2019-02-19 03:00:50,Twitter for iPhone,126417,35208
88,-1,The biggest abuse of power and corruption scandal in our history and it s much worse than we thought Andrew McCa,1097690731882446849,140,2019-02-19 02:53:59,Twitter for iPhone,96003,27771
89,1,Today more than 50 countries around the world now recognize the rightful government of Venezuela The Venezuelan pe,1097666398778785792,140,2019-02-19 01:17:17,Twitter for iPhone,84812,25243
90,-1,I ask every member of the Maduro regime End this nightmare of poverty hunger and death LET YOUR PEOPLE GO Set y,1097625026801688579,140,2019-02-18 22:32:53,Twitter for iPhone,149015,41723
91,1,The people of Venezuela are standing for FREEDOM and DEMOCRACY and the United States of America is standing right by their side,1097624329154674689,130,2019-02-18 22:30:07,Twitter for iPhone,111666,31258
92,1,We are here to proclaim that a new day is coming in Latin America In Venezuela and across the Western Hemisphere,1097623506580357120,139,2019-02-18 22:26:51,Twitter for iPhone,96176,30379
93,1,A beautiful ceremony at hospital today to celebrate their new changes I hope the garden nurtures amp heals all th,1097595165479448576,144,2019-02-18 20:34:14,Twitter for iPhone,0,15852
94,1,Hope you are enjoying your President s Day our Country is making unprecedented progress,1097592331405066242,89,2019-02-18 20:22:58,Twitter for iPhone,155602,24417
95,-1,This was an illegal coup attempt on the President of the United States Dan Bongino on True,1097488256848007173,110,2019-02-18 13:29:25,Twitter for iPhone,115209,30289
96,1,Great analysis by,1097481581332185088,33,2019-02-18 13:02:53,Twitter for iPhone,60839,10110
97,1,There is a lot of explaining to do to the millions of people who had just elected a president who they really l,1097473080253968384,140,2019-02-18 12:29:07,Twitter for iPhone,122609,29351
98,1,Wow so many lies by now disgraced acting FBI Director Andrew McCabe He was fired for lying and now his story get,1097469642048716801,140,2019-02-18 12:15:27,Twitter for iPhone,143004,35966
99,1,After two years and interviewing more than two hundred witnesses the Senate Intelligence Committee has NOT discov,1097464889776459781,140,2019-02-18 11:56:34,Twitter for iPhone,92701,22508
100,-1,Death of a California Dream via,1097352149820829696,84,2019-02-18 04:28:34,Twitter for iPhone,0,8930
101,-1,William Barr is arriving at a Justice Department that desperately needs an infusion of credibility writes,1097350271188062208,131,2019-02-18 04:21:07,Twitter for iPhone,71784,18737
102,1,Many of the top FBI brass were fired forced to leave or left McCabe s wife received BIG DOLLARS from Clinton pe,1097281923540545536,140,2019-02-17 23:49:31,Twitter for iPhone,0,43017
103,-1,Disgraced FBI Acting Director Andrew McCabe pretends to be a poor little Angel when in fact he was a big part of the,1097281909829308417,140,2019-02-17 23:49:28,Twitter for iPhone,0,38877
104,-1,The Mueller investigation is totally conflicted illegal and rigged Should never have been allowed to begin excep,1097280840156020736,140,2019-02-17 23:45:13,Twitter for iPhone,126351,29228
105,-1,These guys the investigators ought to be in jail What they have done working with the Obama intelligence agenc,1097247455006068738,140,2019-02-17 21:32:33,Twitter for iPhone,138873,39165
106,-1,,1097201429071233024,23,2019-02-17 18:29:40,Twitter for iPhone,70417,15541
107,-1,,1097201248196022273,23,2019-02-17 18:28:57,Twitter for iPhone,59535,13547
108,-1,THE RIGGED AND CORRUPT MEDIA IS THE ENEMY OF THE PEOPLE,1097117499336855553,56,2019-02-17 12:56:09,Twitter for iPhone,205945,53081
109,-1,Nothing funny about tired Saturday Night Live on Fake News NBC Question is how do the Networks get away with thes,1097116612279316480,140,2019-02-17 12:52:38,Twitter for iPhone,113795,23788
110,1,52 Approval Rating 93 in Republican Party a record Pretty amazing considering that 93 also of my press i,1097113815672647681,140,2019-02-17 12:41:31,Twitter for iPhone,141770,31032
111,-1,Democrats in the Senate are still slow walking hundreds of highly qualified people wanting to come into government,1097109575248068608,140,2019-02-17 12:24:40,Twitter for iPhone,109172,28602
112,1,Important meetings and calls on China Trade Deal and more today with my staff Big progress being made on soooo m,1097103477329649664,140,2019-02-17 12:00:26,Twitter for iPhone,80478,16923
113,-1,complains crackdown on asylum scamming is working,1096996798122606592,117,2019-02-17 04:56:32,Twitter for iPhone,0,11316
114,-1,Mueller Will Harass for Entire Term via,1096996714190438400,110,2019-02-17 04:56:12,Twitter for iPhone,0,11365
115,-1,BIG Strzok Page Docs Show More Collusion to Protect Hillary Clinton Voter Fraud Crisis Thousands of Aliens Illegally Voti,1096995896968036352,140,2019-02-17 04:52:57,Twitter for iPhone,0,12230
116,1,defender Protecting America and putting Americans first Thank you Mr President,1096984162882502657,108,2019-02-17 04:06:20,Twitter for iPhone,0,8421
117,-1,The U S does not want to watch as these ISIS fighters permeate Europe which is where they are expected to go,1096982979107278850,140,2019-02-17 04:01:37,Twitter for iPhone,88367,19640
118,-1,The United States is asking Britain France Germany and other European allies to take back over 800 ISIS fighters,1096980408401625088,139,2019-02-17 03:51:24,Twitter for iPhone,92824,22920
119,1,Trade negotiators have just returned from China where the meetings on Trade were very productive Now at meetings w,1096926633708134406,140,2019-02-17 00:17:44,Twitter for iPhone,108296,22491
120,-1,BUILDING THE WALL,1096924708132581377,18,2019-02-17 00:10:04,Twitter for iPhone,299245,66254
121,-1,,1096856815810342912,23,2019-02-16 19:40:18,Twitter for iPhone,138978,44076
122,-1,,1096812333333184512,23,2019-02-16 16:43:32,Twitter for iPhone,91842,21825
123,1,Great job by law enforcement in Aurora Illinois Heartfelt condolences to all of the victims and their families America is with you,1096547516290543617,134,2019-02-15 23:11:15,Twitter for iPhone,130072,22884
124,-1,President Trump Speaks on the National Security amp Humanitarian Crisis on Our Southern Border,1096433367757844489,136,2019-02-15 15:37:40,Twitter for iPhone,0,15971
125,-1,Trying to use the 25th Amendment to try and circumvent the Election is a despicable act of unconstitutional power,1096246820097966080,139,2019-02-15 03:16:23,Twitter for iPhone,154266,42869
126,-1,President Trump will sign the government funding bill and as he has stated before he will also take other exe,1096242493488803840,140,2019-02-15 02:59:12,Twitter for iPhone,0,18738
127,1,After The Flight 93 Election The Vote That Saved America And What We Still Have To Lose by very talented Mich,1096242299561017345,140,2019-02-15 02:58:26,Twitter for iPhone,75910,14391
128,-1,One year ago today a horrific act of violence took the lives of 14 students and 3 educators in Parkland Florida,1096099414916169730,139,2019-02-14 17:30:39,Twitter for iPhone,72480,15972
129,-1,Reviewing the funding bill with my team at the,1096098622423396353,59,2019-02-14 17:27:30,Twitter for iPhone,102392,16544
130,1,Many of the top FBI brass were fired forced to leave or left McCabe s wife received BIG DOLLARS from Clinton,1096060280839307267,140,2019-02-14 14:55:09,Twitter for iPhone,167620,43017
131,-1,Disgraced FBI Acting Director Andrew McCabe pretends to be a poor little Angel when in fact he was a big part of,1096056426533998594,139,2019-02-14 14:39:50,Twitter for iPhone,146385,38877
132,-1,California has been forced to cancel the massive bullet train project after having spent and wasted many billions o,1095857587344551936,140,2019-02-14 01:29:43,Twitter for iPhone,213329,52597
133,-1,Report Texas crude oil production breaks 1970s record via,1095849007350460417,112,2019-02-14 00:55:37,Twitter for iPhone,0,14796
134,-1,,1095845385766092800,23,2019-02-14 00:41:14,Twitter for iPhone,81971,21084
135,-1,,1095841187657891840,23,2019-02-14 00:24:33,Twitter for iPhone,78588,18088
136,1,Every American in every community and from every walk of life has a right to live in security and to live in peace That i,1095817940920909824,140,2019-02-13 22:52:11,Twitter for iPhone,0,18654
137,1,Today it was my great honor to address the Association and Conference in Washington,1095787504001789960,139,2019-02-13 20:51:14,Twitter for iPhone,75736,16817
138,1,The Gallup Poll just announced that 69 of our great citizens expect their finances to improve next year a 16 year high Nice,1095699493440446464,127,2019-02-13 15:01:31,Twitter for iPhone,142817,26762
139,-1,The Senate Intelligence Committee THERE IS NO EVIDENCE OF COLLUSION BETWEEN THE TRUMP CAMPAIGN AND RUSSIA,1095638223861284865,107,2019-02-13 10:58:03,Twitter for iPhone,154632,36135
140,-1,I don t feel an ounce of empathy for all of the imbeciles who bought into the Russian collusion hoax now that it s been entir,1095524396259831810,140,2019-02-13 03:25:44,Twitter for iPhone,0,32502
141,-1,I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security Not,1095523879689293825,140,2019-02-13 03:23:41,Twitter for iPhone,160406,30838
142,-1,President Trump s commitment to improving the quality of life for all Americans has led to the largest single decline in dr,1095516452763914240,140,2019-02-13 02:54:10,Twitter for iPhone,0,16887
143,1,Americans pay 180 percent of what Europeans Canadians and Japanese pay for the exact same drugs Our seniors aren t goin,1095516270966042624,140,2019-02-13 02:53:27,Twitter for iPhone,0,15590
144,1,They are soooo beautiful and magnificent,1095514713763573761,115,2019-02-13 02:47:16,Twitter for iPhone,0,13442
145,-1,Thank you to,1095470726436569088,44,2019-02-12 23:52:28,Twitter for iPhone,98512,27700
146,-1,Will be getting almost 23 BILLION for Border Security Regardless of Wall money it is being built as we speak,1095469449052868610,116,2019-02-12 23:47:24,Twitter for iPhone,123310,25342
147,-1,Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby L,1095469447933059073,140,2019-02-12 23:47:23,Twitter for iPhone,101159,19565
148,1,Beautiful evening in El Paso Texas last night God Bless the USA,1095360852482498561,90,2019-02-12 16:35:52,Twitter for iPhone,116726,23790
149,-1,It was 45 degrees outside and this was the overflow crowd ElPaso,1095182128780795904,126,2019-02-12 04:45:41,Twitter for iPhone,0,20404
150,-1,Happening Now overflow crowd in El Paso Texas,1095181684356468737,109,2019-02-12 04:43:55,Twitter for iPhone,0,22675
151,-1,We are fighting for all Americans from all backgrounds of every age race religion birthplace color amp creed O,1095168756374921227,144,2019-02-12 03:52:33,Twitter for iPhone,138999,34084
152,-1,Beto trying to counter program in his hometown and only drawing a few hundred people to Trump s 35 000,1095167584381558785,140,2019-02-12 03:47:54,Twitter for iPhone,0,20644
153,1,Coal is an important part of our electricity generation mix and should give serious consideration to all f,1095080896342814720,140,2019-02-11 22:03:25,Twitter for iPhone,88606,19121
154,-1,,1095049352840658944,140,2019-02-11 19:58:05,Twitter for iPhone,74703,20323
155,-1,40 years of corruption 40 years of repression 40 years of terror The regime in Iran has produced only,1095049346201079808,129,2019-02-11 19:58:03,Twitter for iPhone,93269,24000
156,-1,,1095043117760348161,23,2019-02-11 19:33:18,Twitter for iPhone,98114,23198
157,1,Will be heading to El Paso very soon Big speech on Border Security and much else tonight Tremendous crowd See you later,1094990198507819008,123,2019-02-11 16:03:01,Twitter for iPhone,108428,20857
158,-1,The Democrats are so self righteous and ANGRY Loosen up and have some fun The Country is doing well,1094964052558823424,102,2019-02-11 14:19:08,Twitter for iPhone,151621,32336
159,-1,The Democrats do not want us to detain or send back criminal aliens This is a brand new demand Crazy,1094948909657542656,105,2019-02-11 13:18:57,Twitter for iPhone,130165,31341
160,-1,No president ever worked harder than me cleaning up the mess I inherited,1094940049697849345,75,2019-02-11 12:43:45,Twitter for iPhone,193463,33442
161,-1,Fact checkers have become Fake News So True,1094939561485062146,64,2019-02-11 12:41:49,Twitter for iPhone,85523,17573
162,-1,Working hard thank you,1094727261528510464,69,2019-02-10 22:38:12,Twitter for iPhone,0,28708
163,-1,The U S will soon control 100 of ISIS territory in Syria do you believe this,1094724816941260802,88,2019-02-10 22:28:30,Twitter for iPhone,107054,21679
164,-1,WE AGREE The time is now The time has come to pass school choice for America s children SOTU,1094721855506784256,136,2019-02-10 22:16:43,Twitter for iPhone,0,7797
165,-1,Agreed Senate needs to confirm Admin appointees SOTU,1094720187008466944,89,2019-02-10 22:10:06,Twitter for iPhone,0,6993
166,1,Well it happened again Amy Klobuchar announced that she is running for President talking proudly of fighting glo,1094718856197799936,140,2019-02-10 22:04:48,Twitter for iPhone,170005,33663
167,-1,The Border Committee Democrats are behaving all of a sudden irrationally Not only are they unwilling to give dol,1094716135625424896,140,2019-02-10 21:54:00,Twitter for iPhone,116434,30869
168,1,President is on sound legal ground to declare a National Emergency There have been 58 National Emergencies declar,1094714204328771586,140,2019-02-10 21:46:19,Twitter for iPhone,90338,23526
169,-1,The fact is when I took over as President our Country was a mess Depleted Military Endless Wars a potentia,1094667183953719296,140,2019-02-10 18:39:29,Twitter for iPhone,141912,28759
170,1,The media was able to get my work schedule something very easy to do but it should have been reported as a positi,1094664056827449344,140,2019-02-10 18:27:03,Twitter for iPhone,125442,24698
171,1,It was a very bad week for the Democrats with the GREAT economic numbers The Virginia disaster and the State of t,1094633257377787904,140,2019-02-10 16:24:40,Twitter for iPhone,101051,23297
172,-1,I don t think the Dems on the Border Committee are being allowed by their leaders to make a deal They are offering,1094631415357075461,140,2019-02-10 16:17:21,Twitter for iPhone,88668,22919
173,-1,Gallup Poll Open Borders will potentially attract 42 million Latin Americans This would be a disaster for the U S We need the Wall now,1094618230793097216,140,2019-02-10 15:24:57,Twitter for iPhone,102951,24268
174,-1,African Americans are very angry at the double standard on full display in Virginia,1094610433435156486,84,2019-02-10 14:53:58,Twitter for iPhone,106569,22613
175,-1,Senator Richard Burr The Chairman of the Senate Intelligence Committee just announced that after almost two years,1094577112063885312,140,2019-02-10 12:41:34,Twitter for iPhone,122906,29422
176,1,I think it is very important for the Democrats to press forward with their Green New Deal It would be great for th,1094375749279248385,140,2019-02-09 23:21:25,Twitter for iPhone,177479,41390
177,-1,Today Elizabeth Warren sometimes referred to by me as Pocahontas joined the race for President Will she run as o,1094368870415110145,140,2019-02-09 22:54:05,Twitter for iPhone,196609,39579
178,-1,The Democrats just don t seem to want Border Security They are fighting Border Agents recommendations If you beli,1094355899194454017,140,2019-02-09 22:02:33,Twitter for iPhone,113856,26416
179,-1,The IngrahamAngle goes to El Paso Monday where I ll be interviewing Tune in 10p ET,1094351406981677058,132,2019-02-09 21:44:42,Twitter for iPhone,0,8983
180,-1,The corrupt spying operation against Donald Trump s team is the biggest scandal in political history Read my new book for th,1094350012119740416,140,2019-02-09 21:39:09,Twitter for iPhone,0,10407
181,-1,JW released State Dept docs showing the Clinton linked Podesta Group run by Tony Podesta the brother of John Podesta wh,1094348776733577216,140,2019-02-09 21:34:15,Twitter for iPhone,0,20791
182,1,Inside is first president in a generation to talk honestly about the border crisis https,1094347258177437698,140,2019-02-09 21:28:12,Twitter for iPhone,0,8003
183,-1,Jordan Meets with Glenn Simpson who hired Nellie Ohr and Chris Steele and paid for the Dossier Doesn t disclose,1094346133965545472,139,2019-02-09 21:23:44,Twitter for iPhone,0,32537
184,-1,Adam Schiff Glenn Simpson and their Forrest Gump like encounter in Aspen,1094249047907581952,114,2019-02-09 14:57:57,Twitter for iPhone,0,11911
185,-1,,1094248839198969857,40,2019-02-09 14:57:08,Twitter for iPhone,0,8748
